#RIC,Date[L],Time[L],Type,Open,High,Low,Last,Volume
PG.N,20110103,,End Of Day (from Real-Time),64.22,64.89,64,64.77,2750310
PG.N,20110104,,End Of Day (from Real-Time),64.47,64.96,64.4,64.95,2418486
PG.N,20110105,,End Of Day (from Real-Time),64.66,65.08,64.64,64.8,1747833
PG.N,20110106,,End Of Day (from Real-Time),64.7,64.78,64.31,64.69,1854027
PG.N,20110107,,End Of Day (from Real-Time),64.69,64.87,64.18,64.5,1695896
PG.N,20110110,,End Of Day (from Real-Time),64.37,64.53,64.15,64.36,2106400
PG.N,20110111,,End Of Day (from Real-Time),64.5,64.52,63.74,64.04,2541605
PG.N,20110112,,End Of Day (from Real-Time),64.45,65,64.2,64.97,2348365
PG.N,20110113,,End Of Day (from Real-Time),64.98,65.5,64.94,65.48,2263848
PG.N,20110114,,End Of Day (from Real-Time),65.28,65.66,65.28,65.53,2943061
PG.N,20110118,,End Of Day (from Real-Time),65.68,65.94,65.44,65.49,4358408
PG.N,20110119,,End Of Day (from Real-Time),65.09,65.67,65.05,65.35,3835147
PG.N,20110120,,End Of Day (from Real-Time),65.59,65.9,65.35,65.8,2864062
PG.N,20110121,,End Of Day (from Real-Time),65.92,65.93,65.52,65.91,3740027
PG.N,20110124,,End Of Day (from Real-Time),65.89,66.7,65.85,66.58,3015600
PG.N,20110125,,End Of Day (from Real-Time),66.62,66.95,66.47,66.7,2824877
PG.N,20110126,,End Of Day (from Real-Time),66.9,66.9,66.07,66.11,2424263
PG.N,20110127,,End Of Day (from Real-Time),64.34,64.5,63.15,64.18,4841404
PG.N,20110128,,End Of Day (from Real-Time),63.9,64.34,63.9,64.2,3749406
PG.N,20110131,,End Of Day (from Real-Time),64.33,64.33,63.01,63.13,3692740
PG.N,20110201,,End Of Day (from Real-Time),63.39,63.6,62.72,62.92,3342456
PG.N,20110202,,End Of Day (from Real-Time),62.8,62.95,62.3,62.79,2492118
PG.N,20110203,,End Of Day (from Real-Time),62.71,63.12,62.66,62.9,1864809
PG.N,20110204,,End Of Day (from Real-Time),62.85,63.71,62.8,63.61,2208950
PG.N,20110207,,End Of Day (from Real-Time),63.97,64.8,63.82,64.55,2755798
PG.N,20110208,,End Of Day (from Real-Time),64.37,64.75,64.37,64.64,2148339
PG.N,20110209,,End Of Day (from Real-Time),64.7,64.88,64.09,64.39,2518358
PG.N,20110210,,End Of Day (from Real-Time),64.63,64.79,64.09,64.58,2557224
PG.N,20110211,,End Of Day (from Real-Time),64.15,64.97,64.15,64.73,2714869
PG.N,20110214,,End Of Day (from Real-Time),64.8,64.86,64.35,64.54,1652438
PG.N,20110215,,End Of Day (from Real-Time),64.66,64.66,63.67,63.92,3699201
PG.N,20110216,,End Of Day (from Real-Time),64.08,64.08,63.7,63.76,2038673
PG.N,20110217,,End Of Day (from Real-Time),63.61,64.21,63.58,64,2099984
PG.N,20110218,,End Of Day (from Real-Time),64.07,64.38,64.02,64.3,4418964
PG.N,20110222,,End Of Day (from Real-Time),63.7,64.37,63.68,64.07,2539967
PG.N,20110223,,End Of Day (from Real-Time),63.99,64.38,63.9,64.15,3159418
PG.N,20110224,,End Of Day (from Real-Time),64.31,64.38,62.84,63.05,3481872
PG.N,20110225,,End Of Day (from Real-Time),63,63.1,62.53,62.84,3007633
PG.N,20110228,,End Of Day (from Real-Time),62.76,63.24,62.62,63.05,4510433
PG.N,20110301,,End Of Day (from Real-Time),63.47,63.65,62.65,62.74,3174405
PG.N,20110302,,End Of Day (from Real-Time),62.73,62.84,62.32,62.41,2516113
PG.N,20110303,,End Of Day (from Real-Time),62.74,62.94,62.11,62.55,3115586
PG.N,20110304,,End Of Day (from Real-Time),62.54,62.73,61.56,62.03,3208950
PG.N,20110307,,End Of Day (from Real-Time),62.01,62.13,61.47,61.71,2804828
PG.N,20110308,,End Of Day (from Real-Time),61.79,62.25,61.74,62.05,2309136
PG.N,20110309,,End Of Day (from Real-Time),62.05,62.29,61.75,62,2213099
PG.N,20110310,,End Of Day (from Real-Time),61.62,61.91,61.22,61.49,3193424
PG.N,20110311,,End Of Day (from Real-Time),61.2,61.7,61.13,61.49,2420515
PG.N,20110314,,End Of Day (from Real-Time),61.02,61.39,60.8,61.35,2334174
PG.N,20110315,,End Of Day (from Real-Time),60.56,60.86,60.31,60.66,3442778
PG.N,20110316,,End Of Day (from Real-Time),60.4,60.5,59.7,59.73,4283834
PG.N,20110317,,End Of Day (from Real-Time),60.65,60.65,60.01,60.43,2862942
PG.N,20110318,,End Of Day (from Real-Time),61,61,60.12,60.6,7528408
PG.N,20110321,,End Of Day (from Real-Time),60.9,61.52,60.87,61.3,2491705
PG.N,20110322,,End Of Day (from Real-Time),61.26,61.41,60.88,60.93,2059440
PG.N,20110323,,End Of Day (from Real-Time),60.78,61.09,60.55,60.91,1934935
PG.N,20110324,,End Of Day (from Real-Time),61.15,61.21,60.75,61.14,1972250
PG.N,20110325,,End Of Day (from Real-Time),61.15,61.24,60.71,60.88,1936119
PG.N,20110328,,End Of Day (from Real-Time),61.06,61.33,60.61,60.66,2606351
PG.N,20110329,,End Of Day (from Real-Time),60.69,61.4,60.66,61.28,2205069
PG.N,20110330,,End Of Day (from Real-Time),61.42,61.97,61.38,61.97,2509457
PG.N,20110331,,End Of Day (from Real-Time),61.81,62,61.59,61.6,4130265
PG.N,20110401,,End Of Day (from Real-Time),61.89,62.3,61.74,62.08,2547041
PG.N,20110404,,End Of Day (from Real-Time),62.18,62.33,61.93,62.26,1728829
PG.N,20110405,,End Of Day (from Real-Time),62.01,62.26,61.6,61.67,2367158
PG.N,20110406,,End Of Day (from Real-Time),61.8,61.93,61.54,61.76,2412313
PG.N,20110407,,End Of Day (from Real-Time),61.62,62.15,61.47,62.13,2364780
PG.N,20110408,,End Of Day (from Real-Time),62.15,62.15,61.63,61.9,2188714
PG.N,20110411,,End Of Day (from Real-Time),62,62.49,61.9,62.19,2464940
PG.N,20110412,,End Of Day (from Real-Time),62.08,62.98,62,62.89,2948639
PG.N,20110413,,End Of Day (from Real-Time),62.97,63.07,62.73,62.99,2610352
PG.N,20110414,,End Of Day (from Real-Time),62.85,63.49,62.85,63.3,2623055
PG.N,20110415,,End Of Day (from Real-Time),63.5,64.21,63.09,64.18,4675386
PG.N,20110418,,End Of Day (from Real-Time),63.7,64.15,63.57,64,3009990
PG.N,20110419,,End Of Day (from Real-Time),64.25,64.25,63.56,63.86,1983513
PG.N,20110420,,End Of Day (from Real-Time),64.2,64.21,63.56,63.72,2171106
PG.N,20110421,,End Of Day (from Real-Time),63.61,63.75,63,63.27,2990160
PG.N,20110425,,End Of Day (from Real-Time),63,63.39,62.6,63.37,1866523
PG.N,20110426,,End Of Day (from Real-Time),63.5,64,63.28,63.83,2324679
PG.N,20110427,,End Of Day (from Real-Time),63.66,64.16,63.57,64.02,2592032
PG.N,20110428,,End Of Day (from Real-Time),63.29,64.58,62.94,64.5,3156620
PG.N,20110429,,End Of Day (from Real-Time),64.6,65.1,64.42,64.9,4164760
PG.N,20110502,,End Of Day (from Real-Time),65.18,65.44,65,65.18,2353256
PG.N,20110503,,End Of Day (from Real-Time),65.31,65.79,65.17,65.71,2276172
PG.N,20110504,,End Of Day (from Real-Time),65.75,66.5,65.59,66.47,4595424
PG.N,20110505,,End Of Day (from Real-Time),66.18,66.39,65.63,65.88,2708064
PG.N,20110506,,End Of Day (from Real-Time),66.29,66.34,65.05,65.27,2505664
PG.N,20110509,,End Of Day (from Real-Time),65.01,65.39,64.87,65.14,2522323
PG.N,20110510,,End Of Day (from Real-Time),65.25,65.89,65.25,65.73,2265868
PG.N,20110511,,End Of Day (from Real-Time),65.8,66.12,65.65,65.92,2554217
PG.N,20110512,,End Of Day (from Real-Time),66,66.99,65.82,66.84,3888526
PG.N,20110513,,End Of Day (from Real-Time),66.7,67.31,66.56,66.86,3679741
PG.N,20110516,,End Of Day (from Real-Time),66.62,67.3,66.51,66.94,3254320
PG.N,20110517,,End Of Day (from Real-Time),66.8,67.71,66.77,67.42,3757915
PG.N,20110518,,End Of Day (from Real-Time),67.4,67.5,66.97,67.38,2625015
PG.N,20110519,,End Of Day (from Real-Time),67.28,67.46,66.9,67.46,2347356
PG.N,20110520,,End Of Day (from Real-Time),67.44,67.6,67.19,67.36,4041633
PG.N,20110523,,End Of Day (from Real-Time),66.71,67.23,66.71,67.05,2838904
PG.N,20110524,,End Of Day (from Real-Time),66.99,67.25,66.8,67.01,2446058
PG.N,20110525,,End Of Day (from Real-Time),66.6,66.83,65.9,66.38,3126230
PG.N,20110526,,End Of Day (from Real-Time),66.17,66.3,65.77,66.19,2761461
PG.N,20110527,,End Of Day (from Real-Time),66.02,66.72,66.01,66.2,2331543
PG.N,20110531,,End Of Day (from Real-Time),66.43,67,66.41,67,4003805
PG.N,20110601,,End Of Day (from Real-Time),66.95,66.99,66.34,66.4,2906756
PG.N,20110602,,End Of Day (from Real-Time),66.48,66.48,65.67,66.01,2257545
PG.N,20110603,,End Of Day (from Real-Time),65.5,65.81,65.26,65.43,2325299
PG.N,20110606,,End Of Day (from Real-Time),65.27,65.63,65.22,65.5,2413264
PG.N,20110607,,End Of Day (from Real-Time),65.44,65.49,65.01,65.06,2457508
PG.N,20110608,,End Of Day (from Real-Time),65,65,64.69,64.85,2779372
PG.N,20110609,,End Of Day (from Real-Time),65,65.45,64.86,65.01,3930835
PG.N,20110610,,End Of Day (from Real-Time),64.8,65.04,64.65,64.7,2966136
PG.N,20110613,,End Of Day (from Real-Time),64.51,65.18,64.51,64.77,3140577
PG.N,20110614,,End Of Day (from Real-Time),65.08,65.22,64.67,64.75,2032081
PG.N,20110615,,End Of Day (from Real-Time),64.48,64.49,63.46,63.76,3097509
PG.N,20110616,,End Of Day (from Real-Time),63.77,64.33,63.5,64.26,2764327
PG.N,20110617,,End Of Day (from Real-Time),64.62,65.12,64.54,64.7,4914097
PG.N,20110620,,End Of Day (from Real-Time),64.54,65.28,64.54,65.09,1641676
PG.N,20110621,,End Of Day (from Real-Time),65.2,65.2,64.16,64.22,2457871
PG.N,20110622,,End Of Day (from Real-Time),64,64.43,63.87,64.06,2530040
PG.N,20110623,,End Of Day (from Real-Time),63.65,63.71,62.8,63.46,3216910
