#RIC,Date[L],Time[L],Type,Open,High,Low,Last,Volume
XOM.N,20110103,,End Of Day (from Real-Time),73.75,74.79,73.64,74.55,8313950
XOM.N,20110104,,End Of Day (from Real-Time),74.81,74.95,74.43,74.9,4977112
XOM.N,20110105,,End Of Day (from Real-Time),74.71,74.87,74.15,74.7,4395093
XOM.N,20110106,,End Of Day (from Real-Time),74.91,75.43,74.67,75.18,6028709
XOM.N,20110107,,End Of Day (from Real-Time),75.17,75.89,75.17,75.59,4421703
XOM.N,20110110,,End Of Day (from Real-Time),75.17,75.23,74.59,75.15,5551621
XOM.N,20110111,,End Of Day (from Real-Time),75.08,75.86,75.05,75.69,4327345
XOM.N,20110112,,End Of Day (from Real-Time),75.99,76.62,75.67,76.58,5273660
XOM.N,20110113,,End Of Day (from Real-Time),76.7,76.75,75.98,76.71,4896324
XOM.N,20110114,,End Of Day (from Real-Time),76.64,78,76.5,77.84,8013695
XOM.N,20110118,,End Of Day (from Real-Time),77.8,78.85,77.72,78.72,9282773
XOM.N,20110119,,End Of Day (from Real-Time),78.64,78.93,78.13,78.24,5987040
XOM.N,20110120,,End Of Day (from Real-Time),78,78.15,76.78,77.75,6604581
XOM.N,20110121,,End Of Day (from Real-Time),78.27,79.1,78.11,78.98,9991254
XOM.N,20110124,,End Of Day (from Real-Time),78.77,79.18,78.09,78.59,5704498
XOM.N,20110125,,End Of Day (from Real-Time),78.26,78.99,77.93,78.68,5337629
XOM.N,20110126,,End Of Day (from Real-Time),78.7,79.86,78.49,79.66,7550517
XOM.N,20110127,,End Of Day (from Real-Time),79.82,79.98,79.34,79.88,3949057
XOM.N,20110128,,End Of Day (from Real-Time),79.81,79.89,78.88,78.99,5749218
XOM.N,20110131,,End Of Day (from Real-Time),79.97,80.82,79.01,80.68,10725458
XOM.N,20110201,,End Of Day (from Real-Time),81.17,83.96,81.04,83.91,11218958
XOM.N,20110202,,End Of Day (from Real-Time),83.61,83.98,83.27,83.41,4340221
XOM.N,20110203,,End Of Day (from Real-Time),83.08,83.55,82.48,83.44,5155357
XOM.N,20110204,,End Of Day (from Real-Time),83.25,83.51,82.85,83.28,3721690
XOM.N,20110207,,End Of Day (from Real-Time),83.54,84,83.44,83.93,4080018
XOM.N,20110208,,End Of Day (from Real-Time),83.47,83.55,82.64,82.98,4351130
XOM.N,20110209,,End Of Day (from Real-Time),82.41,82.78,81.78,82.55,4450682
XOM.N,20110210,,End Of Day (from Real-Time),81.75,83.3,81.62,83.2,7947689
XOM.N,20110211,,End Of Day (from Real-Time),82.27,83.41,82.25,82.82,4882285
XOM.N,20110214,,End Of Day (from Real-Time),82.16,85.11,81.89,84.91,8835625
XOM.N,20110215,,End Of Day (from Real-Time),84.75,84.89,82.67,82.97,5700377
XOM.N,20110216,,End Of Day (from Real-Time),83.13,83.85,82.86,83.69,4476525
XOM.N,20110217,,End Of Day (from Real-Time),83.81,83.94,83.05,83.88,5161177
XOM.N,20110218,,End Of Day (from Real-Time),83.99,84.5,83.5,84.5,10694038
XOM.N,20110222,,End Of Day (from Real-Time),85,86.7,84.73,85.44,7129304
XOM.N,20110223,,End Of Day (from Real-Time),86,88.23,85.47,87.07,10220092
XOM.N,20110224,,End Of Day (from Real-Time),87.41,87.53,85.46,85.97,6186489
XOM.N,20110225,,End Of Day (from Real-Time),85.73,86.24,85.29,85.34,5224076
XOM.N,20110228,,End Of Day (from Real-Time),85.86,86.56,85.49,85.53,8151658
XOM.N,20110301,,End Of Day (from Real-Time),86.42,86.5,84.7,84.8,5603665
XOM.N,20110302,,End Of Day (from Real-Time),84.51,85.3,83.55,85.08,5226997
XOM.N,20110303,,End Of Day (from Real-Time),85.41,85.95,85.05,85.82,4748070
XOM.N,20110304,,End Of Day (from Real-Time),85.83,86,84.71,85.08,5728495
XOM.N,20110307,,End Of Day (from Real-Time),85.84,86.08,84.69,84.72,5477363
XOM.N,20110308,,End Of Day (from Real-Time),84.57,85.11,83.75,84.6,6046088
XOM.N,20110309,,End Of Day (from Real-Time),84.17,84.55,83.56,84.38,4696766
XOM.N,20110310,,End Of Day (from Real-Time),83.49,83.52,81.2,81.38,9128430
XOM.N,20110311,,End Of Day (from Real-Time),81.1,82.91,80.1,82.12,6467215
XOM.N,20110314,,End Of Day (from Real-Time),81.7,82.64,81.47,82.38,6074241
XOM.N,20110315,,End Of Day (from Real-Time),80.1,82.09,80.1,81.39,8329554
XOM.N,20110316,,End Of Day (from Real-Time),81.16,81.8,78.8,79.31,10103222
XOM.N,20110317,,End Of Day (from Real-Time),80.37,81.5,80.23,81.16,7580513
XOM.N,20110318,,End Of Day (from Real-Time),81.88,82.31,80.85,80.85,15771256
XOM.N,20110321,,End Of Day (from Real-Time),81.97,83.33,81.9,82.89,5545225
XOM.N,20110322,,End Of Day (from Real-Time),82.97,83.21,82.33,82.56,4665410
XOM.N,20110323,,End Of Day (from Real-Time),82.68,83,82,82.6,5550643
XOM.N,20110324,,End Of Day (from Real-Time),82.79,83.47,82.56,82.73,4516966
XOM.N,20110325,,End Of Day (from Real-Time),82.97,83.93,82.82,83.62,5680489
XOM.N,20110328,,End Of Day (from Real-Time),83.86,84.01,83.45,83.47,4801751
XOM.N,20110329,,End Of Day (from Real-Time),83.25,83.89,82.62,83.25,6148671
XOM.N,20110330,,End Of Day (from Real-Time),83.74,84.86,83.51,84.49,5749898
XOM.N,20110331,,End Of Day (from Real-Time),84.8,84.94,84.11,84.13,5785826
XOM.N,20110401,,End Of Day (from Real-Time),84.75,84.84,84.17,84.68,4956520
XOM.N,20110404,,End Of Day (from Real-Time),84.32,84.93,84.07,84.87,4937759
XOM.N,20110405,,End Of Day (from Real-Time),84.7,85.94,84.56,85.42,6050136
XOM.N,20110406,,End Of Day (from Real-Time),85.72,85.88,84.96,85.18,4053670
XOM.N,20110407,,End Of Day (from Real-Time),85.1,85.79,84.91,85.76,5308347
XOM.N,20110408,,End Of Day (from Real-Time),85.96,86.22,85.36,85.95,4759690
XOM.N,20110411,,End Of Day (from Real-Time),86,86.15,84.78,85.16,4092239
XOM.N,20110412,,End Of Day (from Real-Time),84.21,84.24,82.67,83.18,7094595
XOM.N,20110413,,End Of Day (from Real-Time),83.62,83.95,82.56,83.16,4739578
XOM.N,20110414,,End Of Day (from Real-Time),82.5,83.84,82.39,83.44,5388364
