#RIC,Date[L],Time[L],Type,Open,High,Low,Last,Volume
MMM.N,20110103,,End Of Day (from Real-Time),86.92,87.32,86.74,86.79,974245
MMM.N,20110104,,End Of Day (from Real-Time),86.81,87.27,86.28,86.67,900640
MMM.N,20110105,,End Of Day (from Real-Time),86.35,87.9,86.12,86.67,1172114
MMM.N,20110106,,End Of Day (from Real-Time),86.82,87.17,85.63,86.14,1122861
MMM.N,20110107,,End Of Day (from Real-Time),86.62,87.31,85.95,86.23,1194060
MMM.N,20110110,,End Of Day (from Real-Time),86.05,87.33,85.95,87.15,1290790
MMM.N,20110111,,End Of Day (from Real-Time),87.6,88.33,87.5,87.74,1042754
MMM.N,20110112,,End Of Day (from Real-Time),88.06,88.76,88.04,88.66,774955
MMM.N,20110113,,End Of Day (from Real-Time),88.73,88.8,87.76,88.04,886822
MMM.N,20110114,,End Of Day (from Real-Time),87.74,88.1,87.45,88.1,773481
MMM.N,20110118,,End Of Day (from Real-Time),88.04,88.49,87.92,88.14,1233046
MMM.N,20110119,,End Of Day (from Real-Time),88.06,88.73,87.66,87.96,747939
MMM.N,20110120,,End Of Day (from Real-Time),87.81,88.38,87.26,88.04,829083
MMM.N,20110121,,End Of Day (from Real-Time),88.73,89.39,88.37,89.29,1518326
MMM.N,20110124,,End Of Day (from Real-Time),89.29,90.49,89.21,90.32,1706318
MMM.N,20110125,,End Of Day (from Real-Time),89.2,89.45,87.2,88.5,1762421
MMM.N,20110126,,End Of Day (from Real-Time),88.69,89.71,88.43,89.57,1281797
MMM.N,20110127,,End Of Day (from Real-Time),89.31,90.29,89.03,89.19,1162728
MMM.N,20110128,,End Of Day (from Real-Time),89.37,89.62,87.26,87.44,1549978
MMM.N,20110131,,End Of Day (from Real-Time),87.88,88.18,87.32,87.92,1598860
MMM.N,20110201,,End Of Day (from Real-Time),88.08,88.29,87.45,87.79,1139848
MMM.N,20110202,,End Of Day (from Real-Time),87.76,88.45,87.69,87.75,948501
MMM.N,20110203,,End Of Day (from Real-Time),87.82,88.25,87.55,87.95,748504
MMM.N,20110204,,End Of Day (from Real-Time),87.92,88.39,87.65,88.29,727849
MMM.N,20110207,,End Of Day (from Real-Time),88.17,89.25,88.11,88.79,741983
MMM.N,20110208,,End Of Day (from Real-Time),89.04,89.49,88.79,89.47,893639
MMM.N,20110209,,End Of Day (from Real-Time),89.7,90.84,89.66,90.78,1357671
MMM.N,20110210,,End Of Day (from Real-Time),90.29,90.68,89.96,90.46,1072125
MMM.N,20110211,,End Of Day (from Real-Time),90.31,91.94,90.1,91.8,1054975
MMM.N,20110214,,End Of Day (from Real-Time),91.82,92.3,91.78,91.9,992542
MMM.N,20110215,,End Of Day (from Real-Time),91.71,92.14,91.01,92,909227
MMM.N,20110216,,End Of Day (from Real-Time),91.54,92.95,91.45,92.33,1091120
MMM.N,20110217,,End Of Day (from Real-Time),92.1,92.96,92.04,92.73,888740
MMM.N,20110218,,End Of Day (from Real-Time),92.8,92.97,92.05,92.96,1620152
MMM.N,20110222,,End Of Day (from Real-Time),92.7,93.64,91.82,92,1565098
MMM.N,20110223,,End Of Day (from Real-Time),92.42,92.52,89.89,90.26,1609497
MMM.N,20110224,,End Of Day (from Real-Time),90.4,90.73,89.28,90.03,1045247
MMM.N,20110225,,End Of Day (from Real-Time),89.96,90.67,89.9,90.25,988239
MMM.N,20110228,,End Of Day (from Real-Time),91.85,92.64,91.1,92.23,1603504
MMM.N,20110301,,End Of Day (from Real-Time),92.1,92.35,90.44,90.46,1280942
MMM.N,20110302,,End Of Day (from Real-Time),90.47,92.19,90.45,91.32,850727
MMM.N,20110303,,End Of Day (from Real-Time),92,93.4,91.98,92.81,1010255
MMM.N,20110304,,End Of Day (from Real-Time),92.8,93.28,91.37,92.19,994747
MMM.N,20110307,,End Of Day (from Real-Time),92.5,93.55,92.03,92.4,1319081
MMM.N,20110308,,End Of Day (from Real-Time),92.5,94.15,92.3,93.75,995155
MMM.N,20110309,,End Of Day (from Real-Time),93.64,93.64,92.6,93.17,605522
MMM.N,20110310,,End Of Day (from Real-Time),91.86,92.07,90,90.01,1677476
MMM.N,20110311,,End Of Day (from Real-Time),89.93,92.04,89.8,91.61,1340197
MMM.N,20110314,,End Of Day (from Real-Time),90.88,91.12,89.9,91.02,1292116
MMM.N,20110315,,End Of Day (from Real-Time),88.9,90.09,88.07,89.5,1530714
MMM.N,20110316,,End Of Day (from Real-Time),88.7,89.24,86.92,87.55,1853914
MMM.N,20110317,,End Of Day (from Real-Time),88.64,88.97,88.05,88.69,1386084
MMM.N,20110318,,End Of Day (from Real-Time),89.8,89.98,88.53,88.98,2332393
MMM.N,20110321,,End Of Day (from Real-Time),90.33,91.79,90.29,90.95,1068941
MMM.N,20110322,,End Of Day (from Real-Time),90.88,91.47,90.42,90.7,726723
MMM.N,20110323,,End Of Day (from Real-Time),90.62,92.66,90.6,92.14,1110103
MMM.N,20110324,,End Of Day (from Real-Time),92.61,92.96,91.89,92.58,699759
MMM.N,20110325,,End Of Day (from Real-Time),92.87,92.95,92.13,92.27,842967
MMM.N,20110328,,End Of Day (from Real-Time),92.26,92.82,92.12,92.12,892336
MMM.N,20110329,,End Of Day (from Real-Time),92.27,92.89,91.91,92.84,770786
MMM.N,20110330,,End Of Day (from Real-Time),92.88,93.16,92.35,92.47,1101787
MMM.N,20110331,,End Of Day (from Real-Time),92.36,93.67,92.36,93.5,1277137
MMM.N,20110401,,End Of Day (from Real-Time),93.5,94.32,92.67,93.13,1164299
MMM.N,20110404,,End Of Day (from Real-Time),93.02,93.82,93.01,93.64,850979
MMM.N,20110405,,End Of Day (from Real-Time),93.59,94,93.03,93.39,988189
MMM.N,20110406,,End Of Day (from Real-Time),93.95,94.1,93.23,93.82,918850
MMM.N,20110407,,End Of Day (from Real-Time),93.51,93.92,92.6,93.19,1127613
MMM.N,20110408,,End Of Day (from Real-Time),93.58,93.75,92.62,93.22,961483
MMM.N,20110411,,End Of Day (from Real-Time),93.56,94.64,93.4,93.8,1049031
MMM.N,20110412,,End Of Day (from Real-Time),93.16,93.27,92.04,92.37,1281751
MMM.N,20110413,,End Of Day (from Real-Time),93,93.25,92.55,92.86,1052033
MMM.N,20110414,,End Of Day (from Real-Time),92.37,93.22,91.78,92.94,831960
MMM.N,20110415,,End Of Day (from Real-Time),92.61,93.14,92,92.82,1373460
MMM.N,20110418,,End Of Day (from Real-Time),91.55,91.64,90.58,91.45,1245944
MMM.N,20110419,,End Of Day (from Real-Time),91.65,92.02,91.49,91.86,708863
MMM.N,20110420,,End Of Day (from Real-Time),93.12,94.4,93.09,93.76,1113252
MMM.N,20110421,,End Of Day (from Real-Time),94.01,94.43,93.66,93.92,807766
MMM.N,20110425,,End Of Day (from Real-Time),93.91,94.31,93.28,94.12,668196
MMM.N,20110426,,End Of Day (from Real-Time),95,96.59,94.39,95.94,2047069
