#RIC,Date[L],Time[L],Type,Open,High,Low,Last,Volume
HD.N,20110103,,End Of Day (from Real-Time),35.21,35.57,35.2,35.31,2790172
HD.N,20110104,,End Of Day (from Real-Time),35.22,35.56,34.64,34.67,4337403
HD.N,20110105,,End Of Day (from Real-Time),34.6,34.87,34.44,34.56,3075579
HD.N,20110106,,End Of Day (from Real-Time),34.53,34.79,34.25,34.42,2635574
HD.N,20110107,,End Of Day (from Real-Time),34.42,34.6,34.18,34.38,2883132
HD.N,20110110,,End Of Day (from Real-Time),34.19,34.47,34.07,34.39,2655396
HD.N,20110111,,End Of Day (from Real-Time),34.63,35.2,34.49,34.86,3600731
HD.N,20110112,,End Of Day (from Real-Time),34.85,35.07,34.66,34.83,2792410
HD.N,20110113,,End Of Day (from Real-Time),34.78,35.28,34.71,35.27,2753880
HD.N,20110114,,End Of Day (from Real-Time),35.13,36,35.03,35.89,4099339
HD.N,20110118,,End Of Day (from Real-Time),35.99,36.2,35.87,36.02,3681355
HD.N,20110119,,End Of Day (from Real-Time),35.99,36,35.49,35.63,2694906
HD.N,20110120,,End Of Day (from Real-Time),35.81,36.64,35.81,36.49,4029036
HD.N,20110121,,End Of Day (from Real-Time),36.78,36.93,36.47,36.51,4324066
HD.N,20110124,,End Of Day (from Real-Time),36.46,36.65,36.3,36.65,2932824
HD.N,20110125,,End Of Day (from Real-Time),36.55,37.18,36.38,37.16,4359952
HD.N,20110126,,End Of Day (from Real-Time),37.19,37.97,37.15,37.42,3981443
HD.N,20110127,,End Of Day (from Real-Time),37.47,38.12,37.41,37.98,2646768
HD.N,20110128,,End Of Day (from Real-Time),37.96,37.96,36.63,36.7,3354946
HD.N,20110131,,End Of Day (from Real-Time),37.12,37.18,36.56,36.77,3485967
HD.N,20110201,,End Of Day (from Real-Time),36.88,37.12,36.5,36.99,2116524
HD.N,20110202,,End Of Day (from Real-Time),36.77,36.95,36.38,36.56,2190893
HD.N,20110203,,End Of Day (from Real-Time),36.56,37.05,36.51,36.7,1549302
HD.N,20110204,,End Of Day (from Real-Time),36.78,37.15,36.52,36.8,2011180
HD.N,20110207,,End Of Day (from Real-Time),36.82,36.87,36.57,36.6,1923186
HD.N,20110208,,End Of Day (from Real-Time),36.59,37.26,36.43,37.16,1640765
HD.N,20110209,,End Of Day (from Real-Time),37.09,37.2,36.97,37.17,2180582
HD.N,20110210,,End Of Day (from Real-Time),37.1,37.45,37.06,37.31,1932285
HD.N,20110211,,End Of Day (from Real-Time),37.07,37.48,36.68,37.48,2228675
