#RIC,Date[L],Time[L],Type,Open,High,Low,Last,Volume
CAT.N,20110103,,End Of Day (from Real-Time),94.5,94.81,94.12,94.15,1495880
CAT.N,20110104,,End Of Day (from Real-Time),94.48,94.58,92.31,93.71,1632168
CAT.N,20110105,,End Of Day (from Real-Time),93.15,94.69,93,94.52,1092711
CAT.N,20110106,,End Of Day (from Real-Time),94.52,94.61,93.3,93.54,1096498
CAT.N,20110107,,End Of Day (from Real-Time),93.88,94.72,92.8,93.73,1295881
CAT.N,20110110,,End Of Day (from Real-Time),93.35,93.97,92.51,93.39,1129819
CAT.N,20110111,,End Of Day (from Real-Time),94.16,94.7,93.26,93.95,1482011
CAT.N,20110112,,End Of Day (from Real-Time),94.51,94.6,93.44,93.49,1287126
CAT.N,20110113,,End Of Day (from Real-Time),94,94.53,93.71,94.14,1282190
CAT.N,20110114,,End Of Day (from Real-Time),93.83,94.26,93.11,94.01,1077840
CAT.N,20110118,,End Of Day (from Real-Time),94.11,96.46,93.94,96.23,2326028
CAT.N,20110119,,End Of Day (from Real-Time),96.15,96.8,95.16,95.54,1396058
CAT.N,20110120,,End Of Day (from Real-Time),94.99,95.14,93.31,93.61,1812202
CAT.N,20110121,,End Of Day (from Real-Time),94.73,95,92.38,92.75,1895786
CAT.N,20110124,,End Of Day (from Real-Time),92.71,94.69,92.51,94.57,1394632
CAT.N,20110125,,End Of Day (from Real-Time),94.33,94.61,92.97,94.39,1335713
CAT.N,20110126,,End Of Day (from Real-Time),94.67,96.16,94.4,95.75,1394555
CAT.N,20110127,,End Of Day (from Real-Time),97.07,97.79,95.52,96.63,1911776
CAT.N,20110128,,End Of Day (from Real-Time),97.1,97.18,94.92,95.68,1735784
CAT.N,20110131,,End Of Day (from Real-Time),96.14,97.2,95.87,97.01,1890644
CAT.N,20110201,,End Of Day (from Real-Time),97.3,98.06,96.5,98.01,2049694
CAT.N,20110202,,End Of Day (from Real-Time),97.9,99.27,97.77,99.09,1464744
