#RIC,Date[L],Time[L],Type,Open,High,Low,Last,Volume
IBM.N,20110103,,End Of Day (from Real-Time),147.14,148.2,147.14,147.48,1640627
IBM.N,20110104,,End Of Day (from Real-Time),147.51,148.22,146.64,147.64,1513770
IBM.N,20110105,,End Of Day (from Real-Time),147.3,147.47,146.73,147.05,1149797
IBM.N,20110106,,End Of Day (from Real-Time),147.06,148.79,147.05,148.66,1822975
IBM.N,20110107,,End Of Day (from Real-Time),148.78,148.86,146.94,147.93,1271850
IBM.N,20110110,,End Of Day (from Real-Time),147.31,148.06,147.23,147.64,1103002
IBM.N,20110111,,End Of Day (from Real-Time),148.2,148.34,146.77,147.28,1190670
IBM.N,20110112,,End Of Day (from Real-Time),148,149.29,147.67,149.1,1228671
IBM.N,20110113,,End Of Day (from Real-Time),149.08,149.25,148.25,148.82,1029498
IBM.N,20110114,,End Of Day (from Real-Time),148.52,150,148.49,150,1541877
IBM.N,20110118,,End Of Day (from Real-Time),149.86,151.46,149.38,150.65,2773676
IBM.N,20110119,,End Of Day (from Real-Time),153.33,156.12,152.84,155.69,2655010
IBM.N,20110120,,End Of Day (from Real-Time),154.59,155.96,154.46,155.8,1954314
IBM.N,20110121,,End Of Day (from Real-Time),156.39,156.77,154.97,155.5,2426613
IBM.N,20110124,,End Of Day (from Real-Time),155.42,159.78,155.35,159.63,1869602
IBM.N,20110125,,End Of Day (from Real-Time),159.2,164.35,159,161.44,2656361
IBM.N,20110126,,End Of Day (from Real-Time),161.53,161.9,160.44,161.04,1315939
IBM.N,20110127,,End Of Day (from Real-Time),161.33,162.16,160.86,161.07,1326939
IBM.N,20110128,,End Of Day (from Real-Time),161.17,161.92,158.67,159.21,1673285
IBM.N,20110131,,End Of Day (from Real-Time),158.88,162,158.68,162,3342895
IBM.N,20110201,,End Of Day (from Real-Time),162.18,163.93,162.03,163.56,1482435
IBM.N,20110202,,End Of Day (from Real-Time),163.4,163.6,162.61,163.3,1191316
IBM.N,20110203,,End Of Day (from Real-Time),163,164.2,162.81,163.53,1702642
IBM.N,20110204,,End Of Day (from Real-Time),163.4,164.14,163.23,164,986040
IBM.N,20110207,,End Of Day (from Real-Time),164.15,164.99,164.06,164.82,1285691
IBM.N,20110208,,End Of Day (from Real-Time),164.66,166.25,164.33,166.05,1471250
IBM.N,20110209,,End Of Day (from Real-Time),165.81,165.97,164.1,164.65,1275217
IBM.N,20110210,,End Of Day (from Real-Time),163.93,164.99,163.18,164.09,1873252
IBM.N,20110211,,End Of Day (from Real-Time),164.05,165.01,163.32,163.85,1686776
IBM.N,20110214,,End Of Day (from Real-Time),164.02,164.21,162.86,163.22,1102024
IBM.N,20110215,,End Of Day (from Real-Time),162.95,163.57,162.52,162.84,1032673
IBM.N,20110216,,End Of Day (from Real-Time),163.46,163.6,162.77,163.4,1034728
IBM.N,20110217,,End Of Day (from Real-Time),163.29,164.67,162.85,164.24,1084293
IBM.N,20110218,,End Of Day (from Real-Time),164.3,164.84,164.12,164.84,2058458
IBM.N,20110222,,End Of Day (from Real-Time),163.71,164.25,161.79,161.95,1773879
IBM.N,20110223,,End Of Day (from Real-Time),162,162.66,160.14,160.18,2209403
IBM.N,20110224,,End Of Day (from Real-Time),159.67,161.27,159.04,160.77,2060979
IBM.N,20110225,,End Of Day (from Real-Time),161.2,162.34,160.86,162.28,1602837
IBM.N,20110228,,End Of Day (from Real-Time),162.41,162.98,161.24,161.88,2067508
IBM.N,20110301,,End Of Day (from Real-Time),162.98,163.1,159.89,160.01,1531759
IBM.N,20110302,,End Of Day (from Real-Time),159.77,161.11,159.5,160.16,1100840
IBM.N,20110303,,End Of Day (from Real-Time),161.41,164,161.4,163.48,1220503
IBM.N,20110304,,End Of Day (from Real-Time),163.5,164.31,160.65,161.89,1708223
IBM.N,20110307,,End Of Day (from Real-Time),161.76,162.98,158.85,159.93,1982520
IBM.N,20110308,,End Of Day (from Real-Time),159.7,163.42,159.21,162.28,1662561
IBM.N,20110309,,End Of Day (from Real-Time),163.7,167.72,163.3,165.86,2046537
IBM.N,20110310,,End Of Day (from Real-Time),164.65,164.65,161.39,162.02,1963234
IBM.N,20110311,,End Of Day (from Real-Time),162.45,163.22,160.85,162.43,1417056
IBM.N,20110314,,End Of Day (from Real-Time),161.31,161.98,160.1,161.39,1346921
IBM.N,20110315,,End Of Day (from Real-Time),157.75,159.62,156.88,159.02,1963451
IBM.N,20110316,,End Of Day (from Real-Time),156.49,156.98,151.75,153,3003572
IBM.N,20110317,,End Of Day (from Real-Time),154.19,154.5,152.71,154.18,2833454
IBM.N,20110318,,End Of Day (from Real-Time),156.54,156.95,154.34,155.89,5496183
IBM.N,20110321,,End Of Day (from Real-Time),157.73,159.6,157.54,157.68,1580278
IBM.N,20110322,,End Of Day (from Real-Time),158.45,158.6,157.52,158,942969
IBM.N,20110323,,End Of Day (from Real-Time),158,160.07,157.63,159.53,1327908
IBM.N,20110324,,End Of Day (from Real-Time),160.3,160.71,158.84,160.04,1153494
IBM.N,20110325,,End Of Day (from Real-Time),160.95,162.74,160.76,162.18,1622925
IBM.N,20110328,,End Of Day (from Real-Time),161.56,162.57,161.12,161.37,1168037
IBM.N,20110329,,End Of Day (from Real-Time),161.34,163.09,161.2,162.88,996052
IBM.N,20110330,,End Of Day (from Real-Time),163.25,163.97,163.02,163.6,1259485
IBM.N,20110331,,End Of Day (from Real-Time),163.38,164.06,163.07,163.07,1701634
IBM.N,20110401,,End Of Day (from Real-Time),163.56,164.42,163.04,164.27,1524322
IBM.N,20110404,,End Of Day (from Real-Time),164.44,164.73,163.59,164.25,978233
IBM.N,20110405,,End Of Day (from Real-Time),163.72,164.7,163.62,163.99,1313771
IBM.N,20110406,,End Of Day (from Real-Time),164.43,164.75,163.81,164.04,1460023
IBM.N,20110407,,End Of Day (from Real-Time),164.1,164.54,163.3,164.38,971305
IBM.N,20110408,,End Of Day (from Real-Time),164.38,164.38,163.17,164.05,1016987
IBM.N,20110411,,End Of Day (from Real-Time),163.58,164,163.13,163.95,1256078
IBM.N,20110412,,End Of Day (from Real-Time),163.36,163.77,162.3,163.25,1384498
IBM.N,20110413,,End Of Day (from Real-Time),164,164.93,163.66,163.95,1208709
IBM.N,20110414,,End Of Day (from Real-Time),163.72,165.36,163.16,164.97,1228344
IBM.N,20110415,,End Of Day (from Real-Time),165.1,166.33,164.88,166.21,2057217
IBM.N,20110418,,End Of Day (from Real-Time),164.7,166.16,162.86,165.94,1932329
IBM.N,20110419,,End Of Day (from Real-Time),165.56,166.34,164.44,165.4,1310569
IBM.N,20110420,,End Of Day (from Real-Time),163.15,165.86,162.19,164.75,2553290
IBM.N,20110421,,End Of Day (from Real-Time),165.49,168.44,164.86,168.28,1497215
IBM.N,20110425,,End Of Day (from Real-Time),167.66,168.76,167.24,167.67,855336
IBM.N,20110426,,End Of Day (from Real-Time),167.81,169.2,167.42,168.49,1606507
IBM.N,20110427,,End Of Day (from Real-Time),168.55,170.59,168.55,170.37,1215927
IBM.N,20110428,,End Of Day (from Real-Time),170.13,171.38,169.7,170.8,1209446
IBM.N,20110429,,End Of Day (from Real-Time),171.22,173,170.48,170.58,1842395
IBM.N,20110502,,End Of Day (from Real-Time),172.01,173.51,171.52,172.15,1308927
IBM.N,20110503,,End Of Day (from Real-Time),172.22,173.46,171.23,172.87,1070202
IBM.N,20110504,,End Of Day (from Real-Time),172.61,172.61,169.59,170.62,1868709
IBM.N,20110505,,End Of Day (from Real-Time),170.49,170.87,167.52,168.46,1657030
IBM.N,20110506,,End Of Day (from Real-Time),168.89,170.15,168.27,168.89,1281245
IBM.N,20110509,,End Of Day (from Real-Time),168.5,169.83,168.33,169.1,848172
IBM.N,20110510,,End Of Day (from Real-Time),169.25,170.9,169.22,170.38,1374990
IBM.N,20110511,,End Of Day (from Real-Time),170.37,170.51,167.85,169.5,1080644
IBM.N,20110512,,End Of Day (from Real-Time),169.18,172.77,168.68,172.24,1261751
IBM.N,20110513,,End Of Day (from Real-Time),171.76,172.09,169.5,169.92,1344269
IBM.N,20110516,,End Of Day (from Real-Time),169.81,170.63,168.34,168.86,1586131
IBM.N,20110517,,End Of Day (from Real-Time),168.1,171.41,166.56,170.5,1754745
IBM.N,20110518,,End Of Day (from Real-Time),170.23,171.19,169.46,170.44,1085411
IBM.N,20110519,,End Of Day (from Real-Time),170.64,171.4,169.32,170.59,863958
IBM.N,20110520,,End Of Day (from Real-Time),170.57,171.15,169.38,170.16,1473199
IBM.N,20110523,,End Of Day (from Real-Time),168.54,168.69,167.08,168.26,1628058
IBM.N,20110524,,End Of Day (from Real-Time),168.5,168.66,167.52,167.92,1242067
