#RIC,Date[L],Time[L],Type,Open,High,Low,Last,Volume
AXP.N,20110103,,End Of Day (from Real-Time),43.35,43.62,43.11,43.4,1806838
AXP.N,20110104,,End Of Day (from Real-Time),44.34,44.37,43.21,43.95,3169714
AXP.N,20110105,,End Of Day (from Real-Time),44,45.16,43.95,45.04,2482606
AXP.N,20110106,,End Of Day (from Real-Time),45.44,45.44,44.45,44.73,1411194
AXP.N,20110107,,End Of Day (from Real-Time),44.93,44.96,44,44.36,1697594
AXP.N,20110110,,End Of Day (from Real-Time),44.22,44.64,44.01,44.46,1581659
AXP.N,20110111,,End Of Day (from Real-Time),44.93,45.44,44.8,45.04,1585224
AXP.N,20110112,,End Of Day (from Real-Time),45.46,45.79,44.83,45,2019174
AXP.N,20110113,,End Of Day (from Real-Time),44.85,45.36,44.81,45.06,1545401
AXP.N,20110114,,End Of Day (from Real-Time),44.92,46.55,44.91,46.25,2229272
AXP.N,20110118,,End Of Day (from Real-Time),46.1,46.71,45.8,46.37,2403087
AXP.N,20110119,,End Of Day (from Real-Time),45.15,45.7,44.8,45.24,2986471
AXP.N,20110120,,End Of Day (from Real-Time),44.83,45.65,44.82,45.27,2137725
AXP.N,20110121,,End Of Day (from Real-Time),45.75,46.2,45.51,46,2759702
AXP.N,20110124,,End Of Day (from Real-Time),46.05,46.27,45.46,45.79,2003954
AXP.N,20110125,,End Of Day (from Real-Time),45.07,45.24,44.2,44.8,3368298
AXP.N,20110126,,End Of Day (from Real-Time),44.92,44.94,44.45,44.46,1795829
AXP.N,20110127,,End Of Day (from Real-Time),44.45,44.78,44.02,44.54,1937475
AXP.N,20110128,,End Of Day (from Real-Time),44.53,44.57,43.42,43.86,2693425
AXP.N,20110131,,End Of Day (from Real-Time),44.21,44.23,43.28,43.38,2972779
AXP.N,20110201,,End Of Day (from Real-Time),43.5,43.88,43.23,43.6,2831233
AXP.N,20110202,,End Of Day (from Real-Time),43.33,44.04,43.33,43.72,1619870
AXP.N,20110203,,End Of Day (from Real-Time),43.6,43.74,43.16,43.53,1403357
AXP.N,20110204,,End Of Day (from Real-Time),43.55,43.89,43.18,43.82,1177478
AXP.N,20110207,,End Of Day (from Real-Time),43.96,45.1,43.92,44.82,1913334
AXP.N,20110208,,End Of Day (from Real-Time),44.66,45.97,44.64,45.88,2296325
AXP.N,20110209,,End Of Day (from Real-Time),45.54,46.05,45.2,45.72,2019303
AXP.N,20110210,,End Of Day (from Real-Time),45.56,46.58,45.35,46.57,2082739
AXP.N,20110211,,End Of Day (from Real-Time),46.43,46.79,46.25,46.75,1482711
AXP.N,20110214,,End Of Day (from Real-Time),46.41,46.93,46.26,46.52,1234940
AXP.N,20110215,,End Of Day (from Real-Time),46.5,46.85,45.9,46.19,1821931
AXP.N,20110216,,End Of Day (from Real-Time),46.3,46.92,46.28,46.86,1644087
AXP.N,20110217,,End Of Day (from Real-Time),46.58,46.66,45.69,45.78,2833594
AXP.N,20110218,,End Of Day (from Real-Time),45.52,45.57,45.16,45.53,3334079
AXP.N,20110222,,End Of Day (from Real-Time),44.97,45.12,44.08,44.29,2689698
AXP.N,20110223,,End Of Day (from Real-Time),44.12,44.51,43.02,43.44,2461513
