Time, Price, Size
10/9/2014 6:31:17 PM,140.57,1
10/9/2014 6:31:19 PM,140.56,1
10/9/2014 6:31:20 PM,140.55,1
10/9/2014 6:31:22 PM,140.56,1
10/9/2014 6:31:23 PM,140.91,5
10/9/2014 6:31:24 PM,140.57,1
10/9/2014 6:31:25 PM,140.56,1
10/9/2014 6:31:26 PM,140.57,1
10/9/2014 6:31:27 PM,140.55,1
10/9/2014 6:31:28 PM,140.58,1
10/9/2014 6:31:29 PM,140.55,1
