Time, Price, Size
10/9/2014 6:31:17 PM,85.13,1
10/9/2014 6:31:21 PM,85.12,7
10/9/2014 6:31:24 PM,85.13,1
10/9/2014 6:31:27 PM,85.12,7
10/9/2014 6:31:30 PM,0,0
