Time, Price, Size
10/9/2014 6:31:17 PM,186.16,1
10/9/2014 6:31:18 PM,186.21,1
10/9/2014 6:31:20 PM,186.16,1
10/9/2014 6:31:21 PM,186.11,1
10/9/2014 6:31:23 PM,186.17,1
10/9/2014 6:31:24 PM,186.15,1
10/9/2014 6:31:25 PM,186.18,1
10/9/2014 6:31:26 PM,186.14,5
10/9/2014 6:31:30 PM,186.17,1
