Time, Price, Size
10/9/2014 6:31:17 PM,116.68,1
10/9/2014 6:31:20 PM,116.63,6
10/9/2014 6:31:21 PM,116.65,1
10/9/2014 6:31:23 PM,116.64,1
10/9/2014 6:31:24 PM,116.65,1
10/9/2014 6:31:26 PM,116.62,8
10/9/2014 6:31:30 PM,116.61,1
