Time, Price, Size
10/9/2014 6:31:17 PM,58.87,2
10/9/2014 6:31:20 PM,58.88,1
10/9/2014 6:31:21 PM,58.9,2
10/9/2014 6:31:23 PM,58.89,1
10/9/2014 6:31:26 PM,58.9,1
10/9/2014 6:31:27 PM,58.91,2
10/9/2014 6:31:29 PM,58.9,1
