Time, Price, Size
10/9/2014 6:31:17 PM,93.91,1
10/9/2014 6:31:19 PM,93.9,1
10/9/2014 6:31:20 PM,93.91,1
10/9/2014 6:31:22 PM,93.93,1
10/9/2014 6:31:26 PM,93.93,1
10/9/2014 6:31:29 PM,93.95,1
