Time, Price, Size
10/9/2014 6:31:18 PM,84.95,1
10/9/2014 6:31:22 PM,84.97,1
10/9/2014 6:31:23 PM,84.94,1
10/9/2014 6:31:24 PM,84.95,1
10/9/2014 6:31:26 PM,84.87,1
10/9/2014 6:31:27 PM,84.96,1
10/9/2014 6:31:29 PM,84.94,1
10/9/2014 6:31:30 PM,0,0
