Time, Price, Size
10/9/2014 6:31:16 PM,94.3,1
10/9/2014 6:31:20 PM,94.28,1
10/9/2014 6:31:21 PM,94.29,1
10/9/2014 6:31:22 PM,94.3,2
10/9/2014 6:31:25 PM,94.29,1
10/9/2014 6:31:27 PM,94.3,1
10/9/2014 6:31:28 PM,94.29,1
10/9/2014 6:31:30 PM,0,0
