Time, Price, Size
10/9/2014 6:31:16 PM,126.08,1
10/9/2014 6:31:19 PM,126.05,1
10/9/2014 6:31:22 PM,126.07,1
10/9/2014 6:31:26 PM,126.04,1
10/9/2014 6:31:28 PM,126.06,0
