Time, Price, Size
10/9/2014 6:31:16 PM,171.11,1
10/9/2014 6:31:19 PM,171.12,5
10/9/2014 6:31:22 PM,171.13,8
10/9/2014 6:31:25 PM,171.12,3
10/9/2014 6:31:30 PM,171.14,5
