89.34,89.34,88.22,88.75,2714500,73.73
88.5,89.15,88,89.15,2987400,74.06
88.8,89.27,87.95,88.7,2182400,73.69
88.59,89.49,87.59,87.62,3174800,72.79
88.05,88.85,87.51,88.76,2763300,73.74
88.4,89.99,88.08,89.36,3543900,74.24
89.81,91.51,89.55,90.99,4933800,75.59
90.96,91.5,89.9,91.15,3048300,75.72
90.4,90.75,89.56,89.92,3231400,74.7
90.26,91.04,90.08,90.63,2639200,75.29
90.39,90.4,88.67,88.92,3581200,73.87
89.13,89.87,87.21,87.82,5234100,72.96
88.01,88.62,87.65,88.24,3369000,73.3
88.56,89.77,88.31,89.08,3176200,74
89.67,89.69,88.69,89.09,3090900,74.01
88.66,89.47,88.45,89.02,2345100,73.95
88.95,89.74,88.74,88.93,1894500,73.88
89.25,91.76,89.25,91.66,4353300,76.15
91.75,92.25,91.08,91.96,4796300,76.4
91.23,92.3,91.1,91.44,3315400,75.96
92.5,92.5,91.24,91.68,4976500,76.16
91.6,92.74,91.5,91.81,3198200,76.27
91.49,92.3,90.33,91.91,2409100,76.35
92.17,92.94,91.77,92.54,3407300,76.88
92.8,93.6,92.69,93.39,3255000,77.58
93.98,93.98,93.09,93.58,3845600,77.74
93.84,94.99,93.68,94.74,4186600,78.7
94.35,94.88,93.59,93.89,3492900,78
93.66,94.79,93.47,94.19,2833500,78.25
94.5,94.89,94.02,94.25,2409400,78.3
94.75,95.92,94.63,95.85,3760200,79.63
95.75,95.95,95.01,95.41,2216800,79.26
94.87,96,94.85,95.62,3458900,79.44
95.12,97,95.12,95.82,2931600,79.6
96.1,96.49,93.92,94.36,3679400,78.39
94.67,94.9,93.7,94.17,2621200,78.23
94.18,94.73,93.53,94.39,3028800,78.41
94.43,94.6,93.51,93.98,2798700,78.07
94.64,95.04,93.1,94.26,3415500,78.31
94.28,95.36,93.23,94.73,2495900,78.7
92.9,93,86.29,86.62,15248300,71.96
85.35,86.71,84.08,86.28,8993900,71.68
86.87,87.06,84.39,85.93,7482300,71.39
85.92,86.14,84.4,86.1,5005700,71.53
86.68,86.82,85.24,86.09,4088600,71.52
86.48,86.48,85.59,86.13,2863100,71.55
86.44,86.54,85.26,85.97,3650200,71.42
85.95,86.23,85.32,85.79,2791700,71.27
85.98,86.91,85.35,86.36,4638300,71.74
86.07,86.28,83.88,83.9,4342500,69.7
84.7,85,83.15,84.89,4917600,70.52
84.94,85.34,83.84,85.05,3743800,70.65
85.12,85.69,84.2,85.45,3328000,70.99
85.3,85.3,83.27,83.27,4484700,69.18
83.34,83.57,81.53,82.83,7583000,68.81
79.98,81.5,79.18,79.51,9138500,66.05
79.53,80.29,78.98,79.22,4726700,65.81
80.05,81.32,79.24,81.23,5014600,67.48
81.56,81.92,80.05,80.21,3663000,66.63
80.05,80.76,79.32,79.65,4204000,66.17
80.13,81.6,79.77,81.57,6464800,67.76
81.22,82.34,81.04,81.7,5022900,67.87
81.99,82.68,81.02,82.11,4429500,68.62
81.6,82.5,81.24,81.24,4703300,67.89
81.83,82.75,81.06,82.75,1726100,69.15
82.92,82.95,80.89,81,4067600,67.69
81.58,82.39,80.97,82.12,4319100,68.62
82.57,83.8,82.04,83.41,4377400,69.7
83.08,84.1,82.97,83.61,3226400,69.87
84.44,84.94,82.38,83.26,5738700,69.58
83.43,83.98,81.94,82.21,4272100,68.7
81.88,82.94,81.6,82.09,3189000,68.6
82.69,83.99,82.51,83.76,3255800,69.99
83.73,85,83.56,84.82,2937500,70.88
84.06,86.53,84.06,86.19,3709400,72.02
86.26,87.15,86.26,86.74,3291900,72.48
87.05,87.05,84.65,84.65,4310900,70.74
88.1,88.7,85.97,86.66,7253900,72.42
86.41,87.06,85.34,86.92,4294000,72.63
86.12,87.58,85.88,85.93,3373200,71.81
85.39,86.7,85.39,85.78,3731500,71.68
86.21,86.31,85.03,85.85,3080500,71.74
85.69,85.84,84.11,84.93,3733200,70.97
84.79,85.32,83.85,84.49,3398600,70.6
85.81,86.84,84.82,86.05,7031000,71.91
85.52,86.54,85.3,86.26,889500,72.08
86.97,86.97,85.75,86.07,2142300,71.92
86.1,86.5,85.28,85.4,2278100,71.36
86.12,86.12,84.37,85.09,2162700,71.11
84.65,85.21,84.28,84.32,1740700,70.46
84.24,84.76,82.23,82.71,4453700,69.12
82.82,83.48,82.37,82.7,2724100,69.11
82,82.66,81.55,81.76,3620300,68.32
82.1,82.15,80.77,81.11,4223800,67.78
81.35,82.07,80.1,80.21,5711200,67.03
80.2,80.82,78.49,80.19,6422300,67.01
79.75,80.71,79.02,80.21,6835800,67.03
79.63,81.06,76.97,77.58,8414500,64.83
78.13,78.64,77.5,78.5,2927600,65.6
78,78.7,77.03,77.18,4206500,64.5
76.83,78.58,76.83,77.3,4467500,64.6
77.38,77.69,74.47,74.96,7093000,62.64
75.47,76.44,74.06,74.91,7053200,62.6
72.07,75.61,72.07,75.16,6573400,62.81
73.55,76.23,72.05,76.1,7000800,63.59
76.4,76.83,75,75.73,4805900,63.28
76.82,76.82,75.07,75.51,3910200,63.1
76.02,77.52,75.6,77.44,4611700,64.71
77.8,78.68,76.2,78.02,5061700,65.2
77.82,79.49,77.49,78.22,4583300,65.36
77.33,80,77.04,79.65,5432200,66.56
79.79,81.28,79.64,81.21,4739800,67.86
81.23,81.5,80.49,80.57,3377400,67.33
79.31,79.91,78.91,79.09,4802400,66.09
79.47,79.94,78.81,79.18,3871100,66.17
78.6,79.54,78.28,79.12,3484400,66.12
78.85,79.19,77.82,78.56,2822000,65.65
78.38,79.57,77.84,79.28,2097300,66.25
79.61,79.84,78.6,79.1,3663800,66.1
79.55,81.51,79.48,81.38,3780900,68.01
81.24,81.65,80.2,80.29,2485700,67.09
80.14,80.61,79.54,79.95,3632600,66.81
80.25,80.86,79.56,79.85,3496500,66.73
79.32,80.2,78.44,79.94,3242400,67.22
80.06,80.65,78.68,78.96,4084000,66.4
79.32,79.81,78.24,79.67,3490900,67
79.56,81.04,79.09,81,2936600,68.11
80.6,81.59,80.46,81.29,3177700,68.36
80.68,81.15,80.09,80.48,2804800,67.68
80.06,80.28,79.25,79.8,2701400,67.11
79.65,79.65,78.19,78.4,3091300,65.93
78.16,78.65,77.62,78.49,2425500,66
77.92,78.73,77.49,78.41,4390000,65.94
78.91,79.61,77.92,78.93,3866500,66.37
78.7,79.24,77.89,77.95,4713900,65.55
77.41,77.99,76.33,76.51,5199100,64.34
76.73,77.11,75.28,75.48,4206300,63.47
77.3,78,76,77.95,4377800,65.55
77.97,79.44,77.97,78.42,3961900,65.94
77.49,79.58,77.16,79.08,4292300,66.5
79.72,79.72,76.62,77.53,4882800,65.2
75.64,79.26,75.24,78.51,5050600,66.02
79.84,80.95,79.02,80.95,4569000,68.07
81.24,81.68,78.54,79.47,4450700,66.83
78.5,79.34,77.46,77.98,6937300,65.57
78.15,79.21,77.91,78.64,4342200,66.13
78.83,79.25,78.27,78.98,3888700,66.42
78.73,78.77,77.88,78.66,3700200,66.15
78.8,79.11,77.86,77.86,3600200,65.47
78.39,78.94,77.85,77.95,2006400,65.55
78.06,79.48,78.06,79.15,3505600,66.56
79.61,81.53,79.44,81.32,4813600,68.38
81.24,81.58,80.59,80.91,2871700,68.04
80.59,81,79.83,80.17,3280600,67.42
80.3,81.07,79.42,80.52,2800700,67.71
80.95,81.62,80.16,80.19,3081600,67.43
79.5,80.26,79.48,79.88,3469400,67.17
79.99,80.12,78.8,79.59,2967100,66.93
79.69,80.91,79.45,80.35,3747300,67.57
78.8,79.08,78.13,78.47,5613200,65.99
78.29,79.04,77.71,78.26,4447800,65.81
78.61,78.94,78.27,78.84,2672600,66.3
79.35,81.19,79.12,80.69,5284800,67.85
80.57,81.06,79.28,80.65,3207100,67.82
81.84,83.22,81.17,82.9,4716600,69.71
83,83.04,81.9,82.34,2907900,69.24
82.15,82.2,80.53,81.18,2724400,68.27
81.52,81.68,80.43,80.63,3623900,67.8
81.19,81.19,77.55,79.13,6323400,66.54
78.85,78.87,76.46,77.82,5551200,65.44
77.6,77.98,76.88,77.13,5155000,64.86
77.19,77.73,76.78,76.86,3612100,64.63
77,78.24,76.85,76.9,4690900,64.67
76.94,78.05,76.58,77.84,3783700,65.46
78.44,79.45,78.22,78.55,3756600,66.05
78.62,78.78,77.35,77.55,3845900,65.21
77.44,77.87,76.75,77.76,2891400,65.39
77.95,78.13,76.49,76.68,4089200,64.48
77.12,77.36,76.47,76.95,3796000,64.71
75.99,76.67,75.82,76.32,3871600,64.18
76.67,77.67,75.95,77.67,3552100,65.31
77.72,78.34,76.91,77.18,3407400,64.9
77.68,78.63,77.18,77.73,2922700,65.36
77.7,78.12,77.18,77.86,3473900,65.47
77.99,78.82,77.46,78.66,4147600,66.15
78.66,79.89,78.48,79.05,3141900,66.47
79.04,79.06,77.08,77.53,5215400,65.2
77.51,77.53,75.83,76.12,4429800,64.43
76.37,76.81,75.87,76.64,3843200,64.87
76.24,76.26,75.5,75.81,2879100,64.16
75.73,76.74,75.56,76.17,2789000,64.47
76.34,77.01,76.31,76.9,3681600,65.09
76.6,78.2,76.6,77.76,3433100,65.81
76.91,77.85,76.91,77.56,3486700,65.65
77.41,77.49,75.8,76.25,3942600,64.54
76.5,76.66,75.5,76.23,4848000,64.52
76.17,77.41,75.8,76.36,4667800,64.63
76.59,77.61,76.36,77.5,3805800,65.59
76.73,77.02,74.85,74.86,5984400,63.36
75.32,76.07,74.75,75.82,4402400,64.17
75.13,76.29,75.13,76,2995500,64.32
76,76,75.05,75.27,4905500,63.71
75.5,76.42,75.25,75.55,3791600,63.94
76.19,76.53,75.38,76.12,3915100,64.43
75.76,76.12,75.09,75.2,4156500,63.65
75.44,75.7,74.85,74.97,3561700,63.45
74.64,75.23,74.18,74.3,3561400,62.89
74.21,74.45,73.75,74.12,3544100,62.73
74,74,72.62,73.02,7367800,61.8
73.35,73.44,72.8,72.96,3004400,61.75
72.84,73.46,72.4,72.43,4535200,61.3
72.4,73.24,72.3,72.57,4846300,61.42
72.29,72.3,70.24,70.26,7371800,59.47
70.48,70.48,68.89,69.51,7481700,58.83
69.48,69.69,68.61,69.59,5333800,58.9
68.66,70.05,67.57,69.78,6353100,59.06
70.18,70.18,68.48,68.48,4661200,57.96
68.77,69.96,68.68,69.46,3083300,58.79
69.89,70.88,69.28,69.85,4913300,59.12
69.92,71.17,69.52,71.03,5163700,60.12
70.1,71.21,68.56,68.64,6226600,58.1
68.79,69.75,68.3,68.92,5286200,58.33
68.27,69.38,67.76,68.72,6262400,58.16
69.41,70,68.65,69.02,5117900,58.42
68.61,68.67,67.26,67.69,8230000,57.29
67.9,68.67,67.28,68.64,4636500,58.1
69.22,69.58,67.54,69.45,5856300,58.78
69.48,69.53,68.3,68.94,4473900,58.35
69.36,69.7,67.92,68.73,3354600,58.17
68.12,70.45,68.1,70.3,5804800,59.5
70.47,71.06,70.06,70.8,4189600,59.92
72.4,72.77,70.91,71.05,6515000,60.14
71.53,71.9,70.23,70.95,4947500,60.05
70.87,70.99,69.39,69.63,4832600,58.93
69.77,70.57,69.55,70.49,3599600,59.66
70.75,71.44,70.05,71.3,3860200,60.35
70.84,71.25,70.29,70.39,4254200,59.58
70.53,71.06,69.84,70.15,3026400,59.37
70.03,70.44,69.35,69.75,2279700,59.03
70.23,72.03,70,71.88,4878600,60.84
71.75,72.08,70.84,71.81,3929000,60.78
71.33,72.04,70.65,71.18,4324200,60.25
71.14,73.91,71.14,73.48,5424900,62.19
73.19,74.68,73.18,74.38,5461500,62.95
74.54,74.54,73.38,73.6,4087600,62.29
73.49,73.94,72.2,72.96,3847600,61.75
72.55,73.87,72.21,73.04,2992100,61.82
73.09,74.1,73.09,73.49,4407800,62.2
73.59,73.9,72.04,72.45,4294100,61.32
72.15,72.31,70.85,71.31,3688200,60.36
71.24,71.43,70.29,70.69,2930700,60.25
70.26,71.29,69.75,70.91,2978000,60.44
70.91,72.71,70.54,72.28,3062400,61.61
71.47,71.94,70.28,70.73,3733200,60.29
70.47,71.3,70.24,70.72,2761100,60.28
70.69,71.22,70.13,70.72,3481300,60.28
71.01,72.66,70.91,72.5,3889600,61.8
72.14,72.55,71.51,71.6,3440100,61.03
72.38,73.63,70.8,71.12,4766800,60.62
70.31,71.3,69.79,70.83,5710400,60.37
70.23,70.44,69.45,69.74,6032200,59.44
69.49,69.75,68.51,69.19,5452400,58.97
70.13,71.99,70.13,71.18,6063200,60.67
70.5,71,69.31,69.45,6627900,59.2
69.97,70.12,68.49,68.68,5740900,58.54
68.24,70.07,68.18,69.94,5187100,59.61
69.85,70.48,69.25,70.15,5702000,59.79
68.02,70.25,68.01,68.88,6903900,58.71
68.47,70.32,68.32,69.73,8718800,59.43
68.33,69.93,67.85,68.85,8901700,58.68
69.51,71.24,68.03,70.5,10863000,60.09
74.24,74.71,71.01,72.68,10138600,61.95
72.78,73.99,70.35,70.7,5715400,60.26
70.77,71.03,69,69,5786300,58.81
69.41,70.25,67.89,68.57,5756400,58.45
68.82,70.03,68.82,69.73,5291300,59.43
68.8,69.69,68.25,69.45,4302300,59.2
68.93,68.93,65.51,66.32,8246900,56.53
67.28,68.6,67.12,68.31,7093900,58.22
67.67,68.31,66.86,67.39,4615700,57.44
66.91,67.75,65.51,65.6,7880100,55.91
66.09,67.25,64.51,64.6,6588000,55.06
63.1,64.38,60.93,63,10949000,53.7
63.75,64.5,59.87,59.97,8798100,51.12
59.46,61.94,57.24,57.37,13349200,48.9
57.5,58.57,53.38,53.5,11647700,45.6
51.83,56.44,50.01,54.26,16317000,46.25
58.75,59.71,56.01,59.62,10511700,50.82
61.96,63.6,58.39,59.37,10622700,50.6
58.05,59.38,54.62,54.68,9646200,46.61
54.76,57.79,52.34,57.27,10485700,48.81
56.16,59,55.26,56.49,7288100,48.15
57.67,57.67,55,57.51,6668500,49.02
60.15,61.91,59.07,60.04,10744000,51.18
59.25,60.9,57.08,58.19,11002300,49.6
58.53,62.1,57.74,61.54,15117300,52.45
58.36,61.5,57.52,59.61,10095000,50.81
58.6,62.76,58.5,60.37,9268500,51.46
61.09,64.56,58.34,64.31,9364400,54.81
64.28,64.98,61.87,62.5,11277700,53.27
64.49,64.56,61.3,62.55,7141000,53.31
62.48,64.56,61.75,64.3,7259400,54.81
63.56,64.65,63.47,64.11,3677600,54.64
65.45,66.23,64.17,65.61,5896200,55.92
64.64,67.47,64.39,64.52,8213300,54.99
64.04,65.47,62.07,62.36,7842900,53.15
62.92,64.83,62.34,64.83,6134000,55.26
65.98,66.56,64.08,64.95,5755500,55.36
63.87,64.94,61.4,62.38,6573400,53.17
61.18,61.93,59.24,59.44,8203700,50.66
59.23,64.87,57.91,64.43,11086500,54.92
63.22,65.95,62.6,63.06,6996600,53.75
62.33,62.93,60.03,60.8,6571200,51.82
60.23,62.42,59.5,62.17,9223700,52.99
61.83,62.36,58.6,58.77,8329600,50.5
58.25,61.06,56.25,56.79,11517100,48.8
57.78,61.61,56.64,61.3,14803200,52.67
62,64.24,61,63.26,10617300,54.36
64.34,64.5,61.83,63.64,8689800,54.68
62.45,66,62.4,65.91,6396000,56.63
65.18,67,64.2,66.93,3205500,57.51
64.95,66.25,62.1,62.35,9715700,53.58
60.7,62.14,58.82,60.86,11934400,52.29
59.66,61.7,59.16,60.71,8972800,52.17
60.13,60.45,58.1,59.14,9290700,50.82
58.21,60.44,57.84,59.85,10272200,51.43
59.01,60.68,55.43,57.38,14082600,49.3
55.46,56.74,55,56.15,8788600,48.25
56.91,58.29,56.47,57.52,5391200,49.42
56.77,57.24,54.65,55.14,7404600,47.38
54.27,56.57,53.59,56.04,4723400,48.15
56.6,56.72,54.92,55.63,5557100,47.8
55.57,58.6,55.31,58.32,9334200,50.11
57.5,59.5,57.5,58.58,5847400,50.34
58.9,59.26,56.28,56.71,5574500,48.73
58,58.04,56.23,56.62,7536900,48.65
56.53,57.06,55.27,56.37,4210100,48.44
56.71,57.5,55.31,55.44,3286400,47.64
55.61,55.98,55.36,55.5,1336400,47.69
55.55,56.11,55.51,55.74,1634300,47.9
55.55,56,54.26,55.37,3037000,47.58
55.56,57.27,55.22,57.17,3775000,49.12
57.23,57.92,56.68,57.54,4005800,49.44
57.55,59.39,57.52,59.19,5313900,50.86
58.79,59.09,58.11,58.5,3768800,50.27
58.74,59.81,58.61,59.19,4966200,50.86
58.61,58.96,57.58,58.07,4598100,49.9
57.68,58.71,57.45,58.58,3944900,50.34
58.8,59.01,57.57,57.74,3661000,49.61
57.64,57.9,56.69,57.08,4182500,49.05
56.85,57.3,55.71,56.25,4430100,48.33
55.31,56,54.5,55.04,4520800,47.29
55.08,55.76,54.29,55.17,4777400,47.41
55.59,56.63,54.89,56.42,5621900,48.48
56.42,56.6,53.85,53.92,5683600,46.33
54.61,54.8,52.75,54.24,5892800,46.61
53.65,54.57,52.83,54.06,4788900,46.45
53.01,53.67,52.31,52.9,5684800,45.46
53.54,54.55,52.95,53.56,5185200,46.02
53.75,54.51,53.23,53.99,4722700,46.39
54.45,55.85,53.8,55.42,6105400,47.62
55.63,57.71,55.03,56.55,8154300,48.59
56.59,56.81,53.29,53.79,7620300,46.22
52.79,53.02,50.16,50.62,9052900,43.5
51.25,51.82,50.3,51.64,7715700,44.37
51.91,52.45,50.61,50.84,4722400,43.69
50.55,51.83,50.01,51.55,5291000,44.3
51.63,52.92,51.4,52.39,5305900,45.02
52.46,54.66,52.3,54.11,7146900,46.49
53.86,54.11,50.78,51.08,6909600,43.89
51.76,52.19,50.76,51.29,5847600,44.07
50.45,50.56,48.64,49.97,8495400,42.94
50.6,50.6,49.25,49.42,4810600,42.46
48.93,48.93,47.2,47.42,8653800,40.75
47.26,47.58,46.61,47.14,4963800,40.95
46.58,48.04,46.58,47.07,5554600,40.89
46.84,47.93,46.44,47.25,8729300,41.04
47.56,47.59,45.36,45.41,6776500,39.44
45.73,47.62,45.35,47.4,8260400,41.17
47.05,47.45,46.03,46.61,8566600,40.49
47.21,47.47,46.29,46.33,6426200,40.24
45.65,46.37,45.17,45.46,6911300,39.49
44.62,45.18,42.75,42.84,8116600,37.21
43.17,43.98,42.7,43.12,9081400,37.45
43.88,45.43,43.6,44.82,9040400,38.93
43.53,44.03,42.04,42.51,8217600,36.92
42.84,43.28,40.87,41.83,9174100,36.33
41.31,42.45,41.2,42.07,7150100,36.54
42.1,45.55,41.8,45.49,10699800,39.51
44.87,47.17,44.87,46.8,8235400,40.65
47.05,48.02,46.12,48,6201500,41.69
48.32,48.5,47.31,48,5058300,41.69
48.48,48.6,47.35,47.47,5167300,41.23
47.42,48.78,47.42,48.76,4977600,42.35
48.27,49.75,47.69,49.2,6244100,42.74
49.07,49.19,47.13,47.47,6993700,41.23
47.36,47.58,45.6,45.93,8475400,39.9
46.8,49.41,46.57,49.32,7438500,42.84
48.45,49.46,48.06,48.3,4964700,41.95
48.85,50.76,47.75,49.02,7846700,42.58
49.35,51.13,49.03,51.03,7299000,44.32
50.3,51.03,49.93,50.33,4684300,43.72
49.72,49.94,48.08,48.65,4797300,42.26
49.11,50.55,48.77,49.72,7183100,43.19
48.95,50.87,48.72,50.65,5773100,43.99
51.59,52.9,51.41,52.13,6961000,45.28
52.23,52.49,51.25,52.11,4931100,45.26
52,52.2,51.22,52.08,3885300,45.24
51.51,51.61,50.67,50.8,4060600,44.13
50.93,51.77,50.6,51.38,4089300,44.63
52.61,53.7,52.61,53.13,5753900,46.15
52.78,53.75,52.05,53.35,4586200,46.34
52.93,53.56,52.5,52.94,4634300,45.98
52.78,54.04,52.35,53.73,4527800,46.67
53.85,55,53.2,54.76,5735600,47.56
55.03,55.03,53.64,53.81,6641000,46.74
53.39,53.5,51.63,51.97,4697100,45.14
52.26,53.45,52,53.29,5059100,46.29
52.62,54.35,52.25,53.06,5893700,46.09
53.24,54.33,52.21,54.21,6210900,47.09
54.26,57.02,53.74,57,11541000,49.51
56.45,58.13,56.38,57.35,7436400,49.81
56.8,57.67,56.3,56.55,4552700,49.12
57,57.94,56.78,57.52,4622100,49.96
58.18,58.98,57,57.6,5355800,50.03
57.56,57.97,56.98,57.88,4083200,50.27
57.89,58.76,57.61,58.48,4520100,50.8
58.42,58.76,57.78,58.43,4302400,50.75
58.74,59.36,57.83,59.14,5067100,51.37
59.01,59.56,57.97,58.77,5627600,51.05
59.21,60.23,59.2,60.09,5408200,52.19
59.41,59.58,58.7,59.11,3896100,51.34
59.42,59.8,58.35,59.53,4082800,51.71
58.39,58.69,56.6,56.94,5679600,49.46
57.17,58.31,57.03,57.94,4640800,50.33
