RIG,-2753.035329574006
HSY,2002.475048021035
CTSH,-818.89875344902975
HAL,-1312.0080352880177
FITB,517.42796634302067
EQT,795.89988110298873
GPC,124.42845790999127
X,-100.67279420999694
HAR,-1322.1045201679808
THC,933.98171152497525
CTXS,-36.148215599008836
GPS,959.96045993795269
PHM,-187.18751735704427
SYK,892.46324818101129
DTE,116.75917381797626
BRCM,1467.3591857040301
KIM,-557.03636772699247
SYY,-885.03859952598577
LXK,-706.35663454003225
AEP,-1711.4988293090137
AES,-753.67721154101309
AET,689.11457139396225
EMC,184.72495159802202
EMN,-2100.6423330680118
GRMN,-918.27201607104507
ESRX,1217.2135365379945
AMAT,667.11102489897166
AEE,-456.31952371902298
CTAS,-277.49156686398783
EMR,164.36780470599479
FDX,-768.31970304599963
CRM,1880.3868641029694
NWSA,-173.724435525015
PX,-699.56663311198645
PH,116.19558754796162
PM,808.77963680701214
EFX,644.23605544795282
C,531.08276448299875
MHK,-1181.8952779260289
QCOM,72.13443512795493
XRX,531.46620106701448
MOS,584.53044906699506
PSA,6658.064267882015
MON,1769.0981223560229
ALTR,-1421.873086829044
ETR,176.2236869919725
COP,-435.63835545700567
DVN,2368.9072932099807
KMB,-492.25752066799032
COV,12.569823613986955
DVA,385.26081295999757
GWW,-499.62496961199213
FISV,-91.469763723027427
COG,-2066.5232886130107
COF,1406.6589543129812
COH,-151.02860409001005
PEG,-255.30335997598013
ETN,-455.16880633801338
COL,1210.0993356980325
KMX,-455.3640071710106
DLTR,-2168.0274168280448
QEP,157.56762805096514
SRE,-2288.3212517030188
WAG,158.62257614001282
CB,-747.84884744300507
CA,-433.68984490503499
CF,172.41258071505581
WAT,-3187.1154976309917
CHRW,-189.4435080820258
TDC,-4196.2508326270327
SBUX,587.70024357397051
PLD,544.51594484697853
PLL,-2124.3855398849992
CL,-1973.3638391109707
CMCSA,-48.883191433997126
MKC,-1899.7182065330126
GNW,-221.36205528699793
AIZ,1614.2743123910186
EIX,-948.33374721099972
AIV,-1230.8445176080568
CVS,-278.63485448600841
LOW,129.62246500096808
AIG,-1132.0465196689911
PPG,1903.2304685020208
NSC,2029.7774573189672
PPL,-509.94408013999055
OKE,1378.737752749963
IP,754.14917444802995
IR,-1366.6937144709809
IRM,-310.17412091601
MTB,-4227.034155943009
JCI,965.15041096200002
PWR,-1328.9566686010367
PETM,-435.16572171004373
ARG,-4848.6128694200015
BK,94.097626985007082
CCL,2424.1517999419739
CCI,508.22490800797823
CCE,-104.13117108003644
TIF,-1959.5790084359905
FLIR,-2254.1694467670604
LYB,-2862.1119438800379
SIAL,-357.70384509699943
D,-1658.0812797730177
PEP,-303.80373706598766
VRSN,187.20535323898366
WMB,-1823.4217105910066
TXT,-217.20997712496319
OI,1216.0184697270452
CINF,-1134.01922164805
NTRS,-431.94392810300633
MWV,-152.11428070199327
ESV,-2762.1321059720212
FLS,-1733.67275108998
FLR,-2877.944462578962
REGN,-25747.707070004995
LLY,135.14293262999854
ROK,-2114.2173272749933
SCG,-2090.3976819450472
AME,11.359605427001952
LLL,-3694.4203965099878
ROP,2532.4120737079938
AMP,-2064.0086832249654
TMO,-4623.2905572160089
AMT,3068.9726882849936
LRCX,755.64567433400953
CNX,-813.01767182801268
YHOO,619.04142947401851
PBI,-269.9204190489545
UPS,383.15434912900673
AVY,-737.15846181499364
AVP,-676.29160919299466
AVB,-2993.2335305960296
NEM,-1213.522955041044
FOSL,-519.90982883803372
NEE,-992.25058298604563
ACN,-1196.924931563015
NI,-667.50637575003202
TEL,334.08177353502833
NBR,-379.47198693803512
RRC,-2931.8128177559993
NE,-1451.8436480149539
FAST,-2207.5696245259751
TEG,-0.1281026490178192
NBL,-2213.1279078939988
HP,-5403.6921519469615
LLTC,-1176.0404776539508
ADS,-7284.6445390630106
DNB,3030.7477514199418
GILD,-663.54843244598305
GME,19.123385408005561
RDC,-937.29186105295958
SJM,1217.3282162129763
ADM,-188.94796920199587
LEG,-1106.4653511390643
XEL,-1187.5487297579821
WIN,-533.6853783139959
LEN,-485.28802183398511
EBAY,-1002.6952591490117
MET,1320.8318232959864
TWC,1964.0305361800274
USB,-134.41796459299803
AZO,-5994.4947940368438
PDCO,-171.57069122098619
TWX,1823.2075266090105
PCAR,-606.52950597499148
DAL,245.16113375395071
HES,-184.93723929501721
TE,-834.20941971008142
PXD,-2672.97687536999
HOG,-2647.856533661994
HON,-303.05141506300424
ICE,1491.2010899430024
AN,-544.30742445898068
HOT,-481.09412306398735
TROW,-1873.3486525110056
ISRG,3725.3424009071896
NKE,-1644.1252693019633
PFG,-805.11813257503673
TSS,96.026249745991663
