Time, Price, Size
10/10/2014 1:34:03 PM,577.95,1
10/10/2014 1:34:06 PM,578.03,1
10/10/2014 1:34:09 PM,578.07,1
10/10/2014 1:34:12 PM,578.04,1
10/10/2014 1:34:15 PM,577.99,1
10/10/2014 1:34:18 PM,578.11,1
10/10/2014 1:34:21 PM,578.19,1
10/10/2014 1:34:24 PM,577.92,1
10/10/2014 1:34:27 PM,578.09,1
10/10/2014 1:34:30 PM,577.9,1
